feature,method,model,score,score_type,selected,Method
% HH 1 Male 10,RFE,Random Forest,8.0,ranking,0,RFE - Random Forest
% HH 1 Female 10,RFE,Random Forest,11.0,ranking,0,RFE - Random Forest
% HH Married-Child 10,RFE,Random Forest,23.0,ranking,0,RFE - Random Forest
% HH Married-noChild 10,RFE,Random Forest,1.0,ranking,1,RFE - Random Forest
% HH Male-Child 10,RFE,Random Forest,25.0,ranking,0,RFE - Random Forest
% HH Female-Child 10,RFE,Random Forest,35.0,ranking,0,RFE - Random Forest
% Housing Vacant 10,RFE,Random Forest,36.0,ranking,0,RFE - Random Forest
% Housing Owner Occup 10,RFE,Random Forest,4.0,ranking,0,RFE - Random Forest
% Housing Renter Occup 10,RFE,Random Forest,31.0,ranking,0,RFE - Random Forest
Total Schools Diff,RFE,Random Forest,38.0,ranking,0,RFE - Random Forest
Total Students Diff,RFE,Random Forest,1.0,ranking,1,RFE - Random Forest
% Operational Schools Diff,RFE,Random Forest,41.0,ranking,0,RFE - Random Forest
% Title 1 School-wide Diff,RFE,Random Forest,39.0,ranking,0,RFE - Random Forest
% Title 1 Eligible Diff,RFE,Random Forest,28.0,ranking,0,RFE - Random Forest
Teachers:Students Diff,RFE,Random Forest,1.0,ranking,1,RFE - Random Forest
Staff:Students Diff,RFE,Random Forest,1.0,ranking,1,RFE - Random Forest
% Free Lunch Diff,RFE,Random Forest,1.0,ranking,1,RFE - Random Forest
% Reduced-price Lunch Diff,RFE,Random Forest,1.0,ranking,1,RFE - Random Forest
% Asian Diff,RFE,Random Forest,1.0,ranking,1,RFE - Random Forest
% Hispanic Diff,RFE,Random Forest,1.0,ranking,1,RFE - Random Forest
% Black Diff,RFE,Random Forest,1.0,ranking,1,RFE - Random Forest
% White Diff,RFE,Random Forest,1.0,ranking,1,RFE - Random Forest
% Grades 1-8 Diff,RFE,Random Forest,1.0,ranking,1,RFE - Random Forest
% Grades 9-12 Diff,RFE,Random Forest,1.0,ranking,1,RFE - Random Forest
% Prek Diff,RFE,Random Forest,1.0,ranking,1,RFE - Random Forest
% Kinder Diff,RFE,Random Forest,1.0,ranking,1,RFE - Random Forest
% ADA Diff,RFE,Random Forest,1.0,ranking,1,RFE - Random Forest
% Tested Reading G3 Diff,RFE,Random Forest,1.0,ranking,1,RFE - Random Forest
% Tested Reading G4 Diff,RFE,Random Forest,1.0,ranking,1,RFE - Random Forest
% Tested Reading G5 Diff,RFE,Random Forest,1.0,ranking,1,RFE - Random Forest
% Tested Reading G6 Diff,RFE,Random Forest,1.0,ranking,1,RFE - Random Forest
% Tested Reading G7 Diff,RFE,Random Forest,1.0,ranking,1,RFE - Random Forest
% Tested Reading G8 Diff,RFE,Random Forest,1.0,ranking,1,RFE - Random Forest
Locale_11-City: Large,RFE,Random Forest,48.0,ranking,0,RFE - Random Forest
Locale_12-City: Mid-size,RFE,Random Forest,52.0,ranking,0,RFE - Random Forest
Locale_13-City: Small,RFE,Random Forest,54.0,ranking,0,RFE - Random Forest
Locale_21-Suburb: Large,RFE,Random Forest,51.0,ranking,0,RFE - Random Forest
Locale_22-Suburb: Mid-size,RFE,Random Forest,53.0,ranking,0,RFE - Random Forest
Locale_23-Suburb: Small,RFE,Random Forest,55.0,ranking,0,RFE - Random Forest
Locale_31-Town: Fringe,RFE,Random Forest,45.0,ranking,0,RFE - Random Forest
Locale_32-Town: Distant,RFE,Random Forest,46.0,ranking,0,RFE - Random Forest
Locale_33-Town: Remote,RFE,Random Forest,50.0,ranking,0,RFE - Random Forest
Locale_41-Rural: Fringe,RFE,Random Forest,47.0,ranking,0,RFE - Random Forest
Locale_42-Rural: Distant,RFE,Random Forest,43.0,ranking,0,RFE - Random Forest
Locale_43-Rural: Remote,RFE,Random Forest,49.0,ranking,0,RFE - Random Forest
Labor Force Diff,SFS,KNN,0.0,N/A,0,SFS - KNN
Employed Diff,SFS,KNN,1.0,N/A,1,SFS - KNN
Unemployed Level Diff,SFS,KNN,1.0,N/A,1,SFS - KNN
Unemployed Rate Diff,SFS,KNN,0.0,N/A,0,SFS - KNN
Median Age 10,SFS,KNN,1.0,N/A,1,SFS - KNN
Median Age Male 10,SFS,KNN,1.0,N/A,1,SFS - KNN
Median Age Female 10,SFS,KNN,1.0,N/A,1,SFS - KNN
# of Households 10,SFS,KNN,1.0,N/A,1,SFS - KNN
Avg Household Size 10,SFS,KNN,1.0,N/A,1,SFS - KNN
# of Families 10,SFS,KNN,1.0,N/A,1,SFS - KNN
Avg Family Size 10,SFS,KNN,1.0,N/A,1,SFS - KNN
# of Housing Units 10,SFS,KNN,1.0,N/A,1,SFS - KNN
County Population,SFS,KNN,1.0,N/A,1,SFS - KNN
CARES ESSER I 20,SFS,KNN,1.0,N/A,1,SFS - KNN
CRRSA ESSER II 21,SFS,KNN,1.0,N/A,1,SFS - KNN
ARP ESSER III 21,SFS,KNN,1.0,N/A,1,SFS - KNN
ESSER-SUPP 22,SFS,KNN,1.0,N/A,1,SFS - KNN
ESSER-SUPP 23,SFS,KNN,1.0,N/A,1,SFS - KNN
% County Infected 09/28/20,SFS,KNN,0.0,N/A,0,SFS - KNN
% County Deaths 09/28/20,SFS,KNN,0.0,N/A,0,SFS - KNN
% County Infected 10/30/20,SFS,KNN,0.0,N/A,0,SFS - KNN
% County Deaths 10/30/20,SFS,KNN,0.0,N/A,0,SFS - KNN
% County Infected 01/29/21,SFS,KNN,0.0,N/A,0,SFS - KNN
% County Deaths 01/29/21,SFS,KNN,0.0,N/A,0,SFS - KNN
% On Campus 09/28/20,SFS,KNN,1.0,N/A,1,SFS - KNN
% On Campus 10/30/20,SFS,KNN,1.0,N/A,1,SFS - KNN
% On Campus 01/29/21,SFS,KNN,1.0,N/A,1,SFS - KNN
% White Pop 10,SFS,KNN,0.0,N/A,0,SFS - KNN
% Black Pop 10,SFS,KNN,1.0,N/A,1,SFS - KNN
% Asian Pop 10,SFS,KNN,1.0,N/A,1,SFS - KNN
% Hispanic Pop 10,SFS,KNN,0.0,N/A,0,SFS - KNN
% Male Pop 10,SFS,KNN,0.0,N/A,0,SFS - KNN
% Female Pop 10,SFS,KNN,0.0,N/A,0,SFS - KNN
% Age 0-4 Pop 10,SFS,KNN,0.0,N/A,0,SFS - KNN
% Age 5-9 Pop 10,SFS,KNN,0.0,N/A,0,SFS - KNN
% Age 10-14 Pop 10,SFS,KNN,0.0,N/A,0,SFS - KNN
% Age 15-19 Pop 10,SFS,KNN,0.0,N/A,0,SFS - KNN
% Age 20-24 Pop 10,SFS,KNN,1.0,N/A,1,SFS - KNN
% Age 25-34 Pop 10,SFS,KNN,0.0,N/A,0,SFS - KNN
% Age 35-44 Pop 10,SFS,KNN,0.0,N/A,0,SFS - KNN
% Age 45-54 Pop 10,SFS,KNN,0.0,N/A,0,SFS - KNN
% Age 55-64 Pop 10,SFS,KNN,0.0,N/A,0,SFS - KNN
% Age 65-74 Pop 10,SFS,KNN,0.0,N/A,0,SFS - KNN
% Age 75-84 Pop 10,SFS,KNN,0.0,N/A,0,SFS - KNN
% Age 85-Up Pop 10,SFS,KNN,1.0,N/A,1,SFS - KNN
% HH 1 Male 10,SFS,KNN,0.0,N/A,0,SFS - KNN
% HH 1 Female 10,SFS,KNN,0.0,N/A,0,SFS - KNN
% HH Married-Child 10,SFS,KNN,0.0,N/A,0,SFS - KNN
% HH Married-noChild 10,SFS,KNN,0.0,N/A,0,SFS - KNN
% HH Male-Child 10,SFS,KNN,0.0,N/A,0,SFS - KNN
% HH Female-Child 10,SFS,KNN,0.0,N/A,0,SFS - KNN
% Housing Vacant 10,SFS,KNN,0.0,N/A,0,SFS - KNN
% Housing Owner Occup 10,SFS,KNN,0.0,N/A,0,SFS - KNN
% Housing Renter Occup 10,SFS,KNN,0.0,N/A,0,SFS - KNN
Total Schools Diff,SFS,KNN,1.0,N/A,1,SFS - KNN
Total Students Diff,SFS,KNN,1.0,N/A,1,SFS - KNN
% Operational Schools Diff,SFS,KNN,1.0,N/A,1,SFS - KNN
% Title 1 School-wide Diff,SFS,KNN,0.0,N/A,0,SFS - KNN
% Title 1 Eligible Diff,SFS,KNN,1.0,N/A,1,SFS - KNN
Teachers:Students Diff,SFS,KNN,0.0,N/A,0,SFS - KNN
Staff:Students Diff,SFS,KNN,1.0,N/A,1,SFS - KNN
% Free Lunch Diff,SFS,KNN,0.0,N/A,0,SFS - KNN
% Reduced-price Lunch Diff,SFS,KNN,1.0,N/A,1,SFS - KNN
% Asian Diff,SFS,KNN,0.0,N/A,0,SFS - KNN
% Hispanic Diff,SFS,KNN,0.0,N/A,0,SFS - KNN
% Black Diff,SFS,KNN,0.0,N/A,0,SFS - KNN
% White Diff,SFS,KNN,1.0,N/A,1,SFS - KNN
% Grades 1-8 Diff,SFS,KNN,0.0,N/A,0,SFS - KNN
% Grades 9-12 Diff,SFS,KNN,0.0,N/A,0,SFS - KNN
% Prek Diff,SFS,KNN,1.0,N/A,1,SFS - KNN
% Kinder Diff,SFS,KNN,0.0,N/A,0,SFS - KNN
% ADA Diff,SFS,KNN,0.0,N/A,0,SFS - KNN
% Tested Reading G3 Diff,SFS,KNN,0.0,N/A,0,SFS - KNN
% Tested Reading G4 Diff,SFS,KNN,1.0,N/A,1,SFS - KNN
% Tested Reading G5 Diff,SFS,KNN,0.0,N/A,0,SFS - KNN
% Tested Reading G6 Diff,SFS,KNN,0.0,N/A,0,SFS - KNN
% Tested Reading G7 Diff,SFS,KNN,1.0,N/A,1,SFS - KNN
% Tested Reading G8 Diff,SFS,KNN,0.0,N/A,0,SFS - KNN
Locale_11-City: Large,SFS,KNN,1.0,N/A,1,SFS - KNN
Locale_12-City: Mid-size,SFS,KNN,1.0,N/A,1,SFS - KNN
Locale_13-City: Small,SFS,KNN,1.0,N/A,1,SFS - KNN
Locale_21-Suburb: Large,SFS,KNN,1.0,N/A,1,SFS - KNN
Locale_22-Suburb: Mid-size,SFS,KNN,1.0,N/A,1,SFS - KNN
Locale_23-Suburb: Small,SFS,KNN,1.0,N/A,1,SFS - KNN
Locale_31-Town: Fringe,SFS,KNN,1.0,N/A,1,SFS - KNN
Locale_32-Town: Distant,SFS,KNN,1.0,N/A,1,SFS - KNN
Locale_33-Town: Remote,SFS,KNN,1.0,N/A,1,SFS - KNN
Locale_41-Rural: Fringe,SFS,KNN,1.0,N/A,1,SFS - KNN
Locale_42-Rural: Distant,SFS,KNN,1.0,N/A,1,SFS - KNN
Locale_43-Rural: Remote,SFS,KNN,1.0,N/A,1,SFS - KNN
Labor Force Diff,SFS,Ridge,1.0,N/A,1,SFS - Ridge
Employed Diff,SFS,Ridge,0.0,N/A,0,SFS - Ridge
Unemployed Level Diff,SFS,Ridge,0.0,N/A,0,SFS - Ridge
Unemployed Rate Diff,SFS,Ridge,0.0,N/A,0,SFS - Ridge
Median Age 10,SFS,Ridge,0.0,N/A,0,SFS - Ridge
Median Age Male 10,SFS,Ridge,0.0,N/A,0,SFS - Ridge
Median Age Female 10,SFS,Ridge,0.0,N/A,0,SFS - Ridge
# of Households 10,SFS,Ridge,0.0,N/A,0,SFS - Ridge
Avg Household Size 10,SFS,Ridge,0.0,N/A,0,SFS - Ridge
# of Families 10,SFS,Ridge,0.0,N/A,0,SFS - Ridge
Avg Family Size 10,SFS,Ridge,0.0,N/A,0,SFS - Ridge
# of Housing Units 10,SFS,Ridge,0.0,N/A,0,SFS - Ridge
County Population,SFS,Ridge,0.0,N/A,0,SFS - Ridge
CARES ESSER I 20,SFS,Ridge,1.0,N/A,1,SFS - Ridge
CRRSA ESSER II 21,SFS,Ridge,1.0,N/A,1,SFS - Ridge
ARP ESSER III 21,SFS,Ridge,1.0,N/A,1,SFS - Ridge
ESSER-SUPP 22,SFS,Ridge,1.0,N/A,1,SFS - Ridge
ESSER-SUPP 23,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% County Infected 09/28/20,SFS,Ridge,0.0,N/A,0,SFS - Ridge
% County Deaths 09/28/20,SFS,Ridge,0.0,N/A,0,SFS - Ridge
% County Infected 10/30/20,SFS,Ridge,0.0,N/A,0,SFS - Ridge
% County Deaths 10/30/20,SFS,Ridge,0.0,N/A,0,SFS - Ridge
% County Infected 01/29/21,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% County Deaths 01/29/21,SFS,Ridge,0.0,N/A,0,SFS - Ridge
% On Campus 09/28/20,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% On Campus 10/30/20,SFS,Ridge,0.0,N/A,0,SFS - Ridge
% On Campus 01/29/21,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% White Pop 10,SFS,Ridge,0.0,N/A,0,SFS - Ridge
% Black Pop 10,SFS,Ridge,0.0,N/A,0,SFS - Ridge
% Asian Pop 10,SFS,Ridge,0.0,N/A,0,SFS - Ridge
% Hispanic Pop 10,SFS,Ridge,0.0,N/A,0,SFS - Ridge
% Male Pop 10,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% Female Pop 10,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% Age 0-4 Pop 10,SFS,Ridge,0.0,N/A,0,SFS - Ridge
% Age 5-9 Pop 10,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% Age 10-14 Pop 10,SFS,Ridge,0.0,N/A,0,SFS - Ridge
% Age 15-19 Pop 10,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% Age 20-24 Pop 10,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% Age 25-34 Pop 10,SFS,Ridge,0.0,N/A,0,SFS - Ridge
% Age 35-44 Pop 10,SFS,Ridge,0.0,N/A,0,SFS - Ridge
% Age 45-54 Pop 10,SFS,Ridge,0.0,N/A,0,SFS - Ridge
% Age 55-64 Pop 10,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% Age 65-74 Pop 10,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% Age 75-84 Pop 10,SFS,Ridge,0.0,N/A,0,SFS - Ridge
% Age 85-Up Pop 10,SFS,Ridge,0.0,N/A,0,SFS - Ridge
% HH 1 Male 10,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% HH 1 Female 10,SFS,Ridge,0.0,N/A,0,SFS - Ridge
% HH Married-Child 10,SFS,Ridge,0.0,N/A,0,SFS - Ridge
% HH Married-noChild 10,SFS,Ridge,0.0,N/A,0,SFS - Ridge
% HH Male-Child 10,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% HH Female-Child 10,SFS,Ridge,0.0,N/A,0,SFS - Ridge
% Housing Vacant 10,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% Housing Owner Occup 10,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% Housing Renter Occup 10,SFS,Ridge,1.0,N/A,1,SFS - Ridge
Total Schools Diff,SFS,Ridge,1.0,N/A,1,SFS - Ridge
Total Students Diff,SFS,Ridge,0.0,N/A,0,SFS - Ridge
% Operational Schools Diff,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% Title 1 School-wide Diff,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% Title 1 Eligible Diff,SFS,Ridge,1.0,N/A,1,SFS - Ridge
Teachers:Students Diff,SFS,Ridge,0.0,N/A,0,SFS - Ridge
Staff:Students Diff,SFS,Ridge,0.0,N/A,0,SFS - Ridge
% Free Lunch Diff,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% Reduced-price Lunch Diff,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% Asian Diff,SFS,Ridge,0.0,N/A,0,SFS - Ridge
% Hispanic Diff,SFS,Ridge,0.0,N/A,0,SFS - Ridge
% Black Diff,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% White Diff,SFS,Ridge,0.0,N/A,0,SFS - Ridge
% Grades 1-8 Diff,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% Grades 9-12 Diff,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% Prek Diff,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% Kinder Diff,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% ADA Diff,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% Tested Reading G3 Diff,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% Tested Reading G4 Diff,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% Tested Reading G5 Diff,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% Tested Reading G6 Diff,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% Tested Reading G7 Diff,SFS,Ridge,1.0,N/A,1,SFS - Ridge
% Tested Reading G8 Diff,SFS,Ridge,1.0,N/A,1,SFS - Ridge
Locale_11-City: Large,SFS,Ridge,0.0,N/A,0,SFS - Ridge
Locale_12-City: Mid-size,SFS,Ridge,1.0,N/A,1,SFS - Ridge
Locale_13-City: Small,SFS,Ridge,1.0,N/A,1,SFS - Ridge
Locale_21-Suburb: Large,SFS,Ridge,0.0,N/A,0,SFS - Ridge
Locale_22-Suburb: Mid-size,SFS,Ridge,0.0,N/A,0,SFS - Ridge
Locale_23-Suburb: Small,SFS,Ridge,1.0,N/A,1,SFS - Ridge
Locale_31-Town: Fringe,SFS,Ridge,1.0,N/A,1,SFS - Ridge
Locale_32-Town: Distant,SFS,Ridge,1.0,N/A,1,SFS - Ridge
Locale_33-Town: Remote,SFS,Ridge,0.0,N/A,0,SFS - Ridge
Locale_41-Rural: Fringe,SFS,Ridge,0.0,N/A,0,SFS - Ridge
Locale_42-Rural: Distant,SFS,Ridge,0.0,N/A,0,SFS - Ridge
Locale_43-Rural: Remote,SFS,Ridge,1.0,N/A,1,SFS - Ridge
